userId,result
27,"[318, 588, 296, 2858, 2028, 1968, 2959, 5445, 2571, 2716]"
28,"[1270, 4306, 296, 1193, 2115, 3114, 5816, 4963, 1291, 4886]"
29,"[2858, 527, 541, 1198, 4226, 7153, 3147, 8874, 56367, 1196]"
30,"[2959, 7153, 5952, 296, 1682, 2028, 5349, 356, 4896, 5418]"
31,"[2571, 364, 480, 1210, 260, 593, 588, 1291, 7153, 1214]"
32,"[858, 1210, 480, 47, 1291, 293, 1197, 1732, 4226, 1193]"
33,"[296, 2858, 2797, 260, 1210, 858, 1968, 1270, 1196, 1307]"
34,"[296, 1210, 3578, 1196, 4011, 4993, 1, 480, 1136, 260]"
35,"[380, 110, 292, 296, 165, 593, 434, 253, 364, 457]"
36,"[1196, 1197, 1136, 593, 1089, 1198, 7153, 5349, 1210, 260]"
37,"[110, 356, 364, 457, 2959, 50, 480, 500, 216, 595]"
38,"[589, 588, 32, 349, 316, 733, 597, 293, 47, 2]"
39,"[318, 1265, 110, 2959, 608, 5952, 4993, 7153, 7438, 4226]"
40,"[50, 235, 356, 11, 32, 593, 480, 25, 377, 500]"
41,"[318, 58559, 356, 3949, 364, 4886, 1, 1193, 7153, 48516]"
42,"[480, 592, 608, 1240, 1198, 293, 1291, 648, 2858, 4226]"
43,"[356, 592, 349, 593, 780, 527, 1, 377, 357, 161]"
44,"[1196, 1198, 1210, 356, 1036, 1270, 47, 588, 296, 32]"
45,"[7153, 44191, 5952, 589, 1, 4226, 318, 1089, 4995, 7438]"
46,"[150, 356, 595, 34, 539, 480, 589, 296, 588, 47]"
47,"[318, 1704, 2858, 5618, 60069, 68954, 1270, 47099, 110, 527]"
48,"[1210, 3578, 2762, 1196, 364, 4306, 2959, 589, 1198, 1291]"
49,"[356, 1270, 7153, 2959, 5989, 1198, 3578, 1265, 49272, 49530]"
50,"[1089, 47, 1222, 3996, 2858, 7438, 260, 924, 1210, 1219]"
51,"[356, 4973, 1198, 2858, 32, 1270, 2959, 318, 750, 1089]"
52,"[2959, 3578, 4886, 6539, 593, 4226, 4963, 3793, 6377, 1527]"
53,"[260, 1210, 480, 589, 356, 1097, 1240, 1208, 1198, 553]"
54,"[364, 597, 539, 253, 380, 11, 316, 344, 780, 208]"
55,"[296, 2571, 50, 589, 2959, 608, 318, 1136, 2028, 1]"
56,"[150, 344, 356, 588, 339, 780, 364, 648, 587, 457]"
57,"[1198, 1213, 2858, 2959, 47, 356, 1387, 593, 1089, 1732]"
58,"[457, 592, 593, 1307, 589, 2716, 1270, 2571, 1036, 1214]"
59,"[908, 1617, 356, 1267, 1276, 1206, 1214, 1079, 1193, 1089]"
60,"[356, 480, 4886, 1193, 1196, 1213, 1270, 150, 7153, 2858]"
61,"[296, 1291, 2716, 260, 1210, 608, 2502, 2959, 2571, 1704]"
62,"[5952, 4226, 260, 5418, 3897, 34162, 4886, 8874, 46578, 54286]"
63,"[1, 858, 34162, 32, 6377, 1196, 1704, 4034, 4973, 500]"
64,"[593, 1198, 1291, 1682, 3481, 5618, 5952, 1921, 60069, 3081]"
65,"[1196, 2571, 5952, 73017, 260, 1210, 48780, 296, 593, 1704]"
66,"[2997, 1089, 858, 1219, 1732, 750, 4973, 1225, 70, 1208]"
67,"[58559, 50, 1198, 318, 1, 1704, 5445, 2858, 858, 1265]"
68,"[6539, 3578, 1580, 1676, 33794, 1240, 6934, 2797, 1393, 2959]"
69,"[2115, 2918, 1036, 1136, 1240, 2716, 1270, 1222, 110, 1198]"
70,"[2571, 1, 2959, 1682, 3114, 480, 593, 1198, 296, 1196]"
71,"[318, 32, 356, 858, 2571, 527, 112, 1265, 357, 2028]"
72,"[3578, 4993, 778, 1, 1240, 1036, 5952, 7361, 608, 3897]"
73,"[2959, 48516, 356, 1704, 318, 858, 2571, 51662, 50, 296]"
74,"[541, 356, 912, 1089, 260, 924, 2571, 2959, 904, 1097]"
75,"[2502, 1210, 2858, 318, 593, 7153, 356, 8874, 480, 1136]"
76,"[541, 1222, 3578, 4226, 1198, 2571, 2762, 2858, 32587, 1274]"
77,"[8368, 4993, 296, 356, 480, 40815, 4306, 4896, 318, 4886]"
78,"[1210, 5418, 2762, 3578, 4993, 3114, 1196, 4306, 5445, 5952]"
79,"[1198, 1270, 608, 1222, 457, 1136, 110, 356, 1036, 32]"
80,"[4306, 7153, 1210, 73017, 58559, 8961, 356, 1196, 96079, 1270]"
81,"[457, 527, 50, 590, 356, 500, 648, 780, 2571, 597]"
82,"[2571, 318, 1580, 58559, 296, 4963, 2706, 2959, 59315, 5459]"
83,"[296, 2571, 4896, 2959, 1073, 260, 5989, 1196, 858, 4306]"
84,"[457, 110, 111, 364, 2028, 924, 1196, 1704, 1610, 2762]"
85,"[593, 260, 1197, 1198, 356, 589, 318, 2174, 1136, 2858]"
86,"[296, 1270, 2571, 1198, 2115, 63082, 1136, 2692, 4878, 364]"
87,"[1197, 2959, 50, 527, 6711, 7361, 1270, 953, 1028, 1196]"
88,"[858, 608, 1196, 1213, 296, 33794, 356, 7438, 260, 1136]"
89,"[7153, 6539, 5952, 527, 4993, 2571, 457, 4027, 318, 858]"
90,"[50, 593, 858, 648, 318, 1036, 47, 110, 1208, 296]"
91,"[2028, 1732, 47, 4011, 1291, 1653, 3994, 3052, 51662, 1527]"
92,"[4993, 4995, 588, 7153, 5952, 356, 1028, 2617, 4306, 5989]"
93,"[1270, 1198, 1210, 1196, 2985, 1291, 2640, 608, 1036, 260]"
94,"[595, 318, 380, 6, 50, 10, 349, 648, 22, 474]"
95,"[3578, 4226, 2716, 1097, 1208, 3996, 858, 296, 1089, 1527]"
96,"[2959, 2918, 356, 778, 1196, 2762, 1136, 1968, 2571, 1213]"
97,"[364, 296, 318, 2571, 5418, 2028, 1291, 260, 480, 2762]"
98,"[296, 260, 2959, 1196, 356, 1270, 318, 72998, 2571, 50]"
99,"[110, 185, 165, 595, 356, 457, 593, 480, 153, 47]"
100,"[780, 110, 318, 480, 364, 260, 457, 1210, 595, 333]"
101,"[1089, 858, 904, 2571, 1208, 296, 1097, 1200, 1265, 1291]"
102,"[597, 296, 1270, 1197, 34, 32, 1210, 357, 1097, 1198]"
103,"[7361, 778, 4995, 32, 293, 1089, 3578, 4878, 46578, 1136]"
104,"[2571, 4226, 597, 2959, 3996, 4896, 5989, 4995, 318, 480]"
105,"[7153, 5952, 6539, 1206, 1732, 1270, 2791, 1210, 1625, 2318]"
106,"[356, 1196, 2959, 50, 6377, 7361, 4963, 296, 79132, 58559]"
107,"[457, 165, 590, 34, 440, 364, 592, 292, 593, 454]"
108,"[356, 47, 1265, 318, 1196, 296, 364, 1136, 1270, 2746]"
109,"[110, 16, 1246, 1222, 2502, 2683, 1, 1923, 2571, 1197]"
110,"[318, 1196, 1270, 1210, 356, 1968, 5445, 858, 364, 1197]"
111,"[1210, 260, 296, 2028, 50, 1196, 78499, 527, 68358, 1270]"
112,"[858, 296, 2502, 318, 1291, 1036, 2959, 4226, 1206, 1240]"
113,"[858, 608, 1196, 480, 953, 1214, 1288, 1307, 1208, 750]"
114,"[7153, 5952, 2571, 4993, 1196, 58559, 6874, 296, 6539, 260]"
115,"[1198, 1136, 1210, 1036, 2959, 1259, 1, 318, 1291, 648]"
116,"[1196, 3114, 1210, 1580, 2571, 3793, 1073, 6365, 318, 3147]"
117,"[1, 161, 357, 208, 260, 1198, 1396, 2028, 608, 1196]"
118,"[2571, 2959, 110, 356, 1732, 4993, 1193, 2023, 318, 8961]"
119,"[4973, 58559, 7361, 1221, 1704, 2959, 858, 7143, 6333, 48516]"
120,"[260, 1036, 1, 2571, 912, 1196, 356, 50, 2858, 296]"
121,"[318, 480, 50, 150, 364, 593, 367, 32, 778, 588]"
122,"[32, 4878, 4993, 3578, 1240, 5952, 1206, 1198, 5445, 1036]"
123,"[356, 58559, 2959, 79132, 1704, 2028, 6539, 7361, 44191, 88125]"
124,"[296, 2959, 1270, 3996, 32, 858, 4993, 589, 2716, 778]"
125,"[858, 924, 3578, 1089, 5989, 1213, 1208, 4993, 1704, 1258]"
126,"[480, 10, 350, 317, 440, 587, 316, 780, 1, 225]"
127,"[2571, 1265, 904, 1234, 1278, 1198, 2762, 1617, 1222, 1276]"
128,"[318, 356, 919, 1210, 1961, 1270, 527, 1097, 1250, 1221]"
129,"[1704, 58559, 318, 4886, 8961, 356, 6377, 6942, 50, 3578]"
130,"[356, 1196, 480, 1210, 104, 589, 1968, 367, 1291, 588]"
131,"[1206, 904, 1247, 1222, 750, 912, 4973, 1198, 2959, 1213]"
132,"[2571, 2858, 51255, 4993, 51662, 4306, 33794, 5952, 2716, 2028]"
133,"[356, 1196, 1197, 2502, 2571, 2028, 3052, 1, 4306, 333]"
134,"[356, 480, 318, 527, 588, 3578, 457, 858, 337, 1221]"
135,"[541, 778, 2918, 1240, 8874, 2291, 296, 1617, 1206, 1089]"
136,"[318, 150, 480, 356, 349, 500, 50, 590, 377, 296]"
137,"[2858, 1617, 1213, 2076, 1079, 1089, 1265, 4027, 541, 1222]"
138,"[1265, 593, 2858, 919, 2762, 2791, 1214, 1196, 912, 2571]"
139,"[3578, 2571, 33794, 2959, 110, 318, 356, 8636, 1210, 1291]"
140,"[597, 5952, 1197, 1136, 1307, 1, 4993, 296, 36, 586]"
141,"[7361, 4878, 79132, 3052, 4306, 2081, 4963, 1214, 5952, 595]"
142,"[260, 318, 1270, 1193, 904, 1089, 1196, 36, 551, 1247]"
143,"[1196, 260, 5952, 912, 2858, 1221, 296, 2959, 3578, 593]"
144,"[4022, 1721, 1784, 50, 4963, 1073, 318, 608, 1210, 4011]"
145,"[110, 457, 593, 47, 364, 367, 349, 480, 350, 253]"
146,"[356, 318, 2959, 364, 597, 595, 480, 2329, 6874, 1721]"
147,"[1198, 1210, 1, 296, 589, 592, 1089, 1196, 380, 2762]"
148,"[318, 296, 260, 4306, 1704, 58559, 4995, 8961, 59315, 30793]"
149,"[2762, 608, 2571, 1136, 296, 3996, 4011, 3578, 110, 1089]"
150,"[1198, 1221, 260, 296, 110, 480, 1196, 1213, 1270, 4226]"
151,"[32, 1210, 318, 104, 260, 2959, 653, 733, 858, 333]"
152,"[1196, 2858, 356, 1247, 4993, 79132, 1200, 1213, 589, 293]"
153,"[318, 2959, 6874, 593, 7438, 4993, 47, 58559, 50, 3578]"
154,"[50872, 58559, 4993, 1, 1198, 48780, 5816, 7153, 1197, 5952]"
155,"[7153, 593, 2571, 5952, 1198, 318, 1136, 4306, 4993, 364]"
156,"[903, 318, 1197, 32, 1212, 1258, 1244, 1090, 29, 1269]"
157,"[356, 858, 1198, 1682, 2571, 1196, 5349, 1210, 110, 364]"
158,"[1210, 1196, 2571, 589, 1291, 1270, 1198, 1221, 1527, 1391]"
159,"[356, 4993, 5952, 7153, 260, 2571, 4896, 5816, 1210, 96079]"
160,"[1200, 260, 1617, 2762, 1204, 1089, 1073, 480, 1220, 364]"
161,"[4993, 356, 4226, 5952, 4306, 5445, 7361, 500, 1270, 4973]"
162,"[593, 590, 296, 34, 457, 364, 47, 141, 592, 595]"
163,"[2858, 4993, 1210, 858, 2959, 260, 318, 2571, 4306, 356]"
164,"[1214, 377, 2028, 318, 1387, 1610, 364, 2571, 593, 1270]"
165,"[4993, 1291, 7153, 2762, 3793, 8368, 1968, 356, 588, 1580]"
166,"[58559, 364, 54503, 59315, 595, 69122, 110, 1270, 480, 45722]"
167,"[3578, 589, 6874, 1036, 1198, 1240, 5445, 6711, 1, 1270]"
168,"[904, 111, 1079, 1221, 260, 1219, 541, 1136, 1198, 589]"
169,"[356, 1198, 780, 3578, 1210, 1265, 3753, 260, 593, 2987]"
170,"[318, 380, 339, 527, 434, 95, 357, 589, 316, 165]"
171,"[296, 50, 2959, 356, 1097, 1219, 110, 1036, 527, 2502]"
172,"[480, 589, 3578, 1197, 2571, 2959, 260, 2291, 7361, 296]"
173,"[457, 34, 318, 356, 480, 590, 364, 589, 161, 165]"
174,"[110, 592, 357, 377, 318, 47, 208, 367, 36, 1387]"
175,"[588, 1210, 364, 595, 480, 1196, 1197, 2716, 1198, 2571]"
176,"[593, 356, 364, 480, 296, 527, 34, 165, 1, 316]"
177,"[2028, 593, 4306, 79132, 293, 109487, 2329, 3147, 60069, 1089]"
178,"[1210, 1196, 260, 858, 2571, 3578, 778, 1221, 1704, 480]"
179,"[457, 587, 315, 527, 539, 500, 282, 595, 296, 204]"
180,"[1196, 1291, 1206, 1210, 356, 1193, 1270, 2716, 1073, 1]"
181,"[110, 318, 589, 527, 539, 357, 780, 10, 364, 95]"
182,"[356, 2571, 924, 4993, 260, 2692, 6874, 1201, 4848, 1230]"
183,"[1196, 1198, 1291, 1270, 2762, 1240, 2571, 1356, 593, 296]"
184,"[60069, 2028, 1198, 4878, 2959, 79132, 5952, 1, 1210, 356]"
185,"[6377, 296, 2959, 527, 4993, 1197, 6539, 7153, 253, 6874]"
186,"[356, 318, 912, 296, 608, 1225, 527, 2858, 5989, 1961]"
187,"[858, 3996, 1213, 3683, 2762, 1136, 1247, 1197, 1206, 1208]"
188,"[318, 34, 1136, 5952, 1270, 2762, 457, 7153, 912, 1961]"
189,"[4226, 7153, 4306, 2571, 5418, 1210, 296, 1270, 260, 1196]"
190,"[356, 296, 7153, 1035, 593, 595, 608, 914, 5952, 1219]"
191,"[858, 356, 593, 223, 111, 590, 1247, 1089, 2918, 1210]"
192,"[34, 457, 165, 367, 318, 364, 377, 595, 161, 597]"
193,"[318, 750, 1704, 2571, 2762, 260, 1219, 1247, 904, 1206]"
194,"[356, 296, 32, 2959, 1073, 1197, 1270, 924, 1198, 1193]"
195,"[110, 356, 1200, 1580, 2858, 2716, 2115, 733, 1197, 480]"
196,"[1196, 5445, 1210, 2571, 1270, 1198, 260, 318, 780, 8665]"
197,"[2959, 2762, 3793, 1196, 1210, 1270, 1, 1527, 1036, 5445]"
198,"[7361, 48516, 50, 527, 1193, 1, 608, 6874, 3949, 6377]"
199,"[1036, 608, 1196, 50, 908, 1200, 1089, 1252, 2000, 1234]"
200,"[2959, 68954, 70286, 71535, 79132, 318, 50, 364, 4022, 48516]"
201,"[1196, 50, 457, 318, 858, 1036, 260, 110, 2959, 377]"
202,"[1079, 3671, 904, 527, 5377, 296, 1265, 910, 1097, 912]"
203,"[50, 296, 3578, 318, 2959, 4886, 6874, 1704, 6539, 2028]"
204,"[1196, 1208, 2959, 1210, 1968, 6711, 2997, 50, 1198, 2918]"
205,"[296, 2571, 1196, 858, 2959, 6539, 1, 58559, 1214, 1136]"
206,"[5, 802, 805, 296, 318, 480, 852, 527, 260, 457]"
207,"[260, 1210, 2571, 296, 1291, 608, 1213, 1240, 1265, 919]"
208,"[2959, 50, 296, 356, 5418, 2329, 260, 1196, 1198, 2683]"
209,"[6874, 296, 7153, 1036, 1196, 593, 4226, 1073, 7361, 47]"
210,"[1291, 4993, 5952, 780, 49272, 2115, 1580, 2858, 2959, 5418]"
211,"[4993, 3793, 296, 1073, 1097, 2115, 5952, 2916, 6539, 4886]"
212,"[527, 4973, 7361, 2918, 1208, 1270, 778, 1527, 6934, 8464]"
213,"[4226, 2959, 318, 296, 6377, 2571, 356, 2762, 7361, 1136]"
214,"[296, 593, 2959, 4306, 480, 356, 318, 778, 2762, 110]"
215,"[2571, 4995, 1210, 2716, 4306, 589, 4896, 780, 2628, 60069]"
216,"[912, 296, 1247, 608, 858, 1213, 2571, 593, 1219, 111]"
217,"[588, 364, 595, 597, 62, 318, 11, 733, 377, 161]"
218,"[2918, 1036, 296, 1240, 4226, 1291, 1, 2959, 2762, 1210]"
219,"[356, 1270, 608, 260, 1208, 924, 1193, 50, 110, 1221]"
220,"[1, 4993, 589, 592, 5445, 595, 1097, 2529, 356, 2858]"
221,"[296, 593, 2076, 541, 1208, 1263, 1196, 223, 924, 1252]"
222,"[1210, 1196, 1291, 480, 260, 1, 6539, 2115, 3578, 104]"
223,"[318, 5952, 1196, 6539, 1270, 5418, 356, 1291, 1580, 1210]"
224,"[318, 296, 2858, 608, 2571, 2959, 357, 919, 1, 50]"
225,"[1210, 480, 356, 260, 1198, 2571, 2959, 589, 296, 780]"
226,"[44191, 1682, 4226, 48516, 110, 59315, 51662, 4085, 1089, 1213]"
227,"[1704, 2762, 5418, 293, 296, 7361, 4993, 4226, 8961, 2028]"
228,"[2959, 4226, 2762, 296, 1214, 1210, 527, 4306, 1200, 593]"
229,"[292, 231, 780, 161, 588, 858, 7, 32, 648, 1258]"
230,"[1291, 4306, 296, 2571, 4963, 8961, 5445, 5418, 8368, 1198]"
231,"[2959, 1089, 1036, 2028, 4993, 480, 2716, 318, 3578, 47]"
232,"[1240, 1270, 2011, 1704, 2858, 1221, 648, 2012, 2683, 32]"
233,"[4226, 1197, 260, 6377, 1198, 1270, 1221, 1240, 1210, 5618]"
234,"[296, 1265, 3578, 356, 1270, 608, 2959, 32, 1517, 3996]"
235,"[110, 349, 593, 1, 165, 508, 316, 21, 367, 1101]"
236,"[1210, 2529, 2571, 296, 1240, 3578, 1213, 457, 608, 1291]"
237,"[589, 1198, 858, 1196, 1214, 1136, 1291, 1265, 2571, 1200]"
238,"[1210, 260, 7153, 3578, 1196, 780, 2571, 380, 480, 589]"
239,"[1210, 480, 2762, 858, 47, 356, 1196, 592, 1270, 2858]"
240,"[780, 1196, 1291, 2762, 593, 2291, 1210, 5952, 1527, 6539]"
241,"[356, 79132, 778, 4993, 7153, 58559, 4226, 260, 527, 293]"
242,"[110, 356, 377, 527, 165, 364, 1, 50, 589, 1197]"
243,"[329, 296, 316, 208, 110, 590, 349, 480, 344, 1]"
244,"[1210, 527, 50, 2268, 2918, 1089, 1036, 2762, 2571, 296]"
245,"[356, 318, 50, 608, 1198, 296, 2858, 1210, 1276, 1089]"
246,"[4973, 318, 4306, 5349, 593, 4226, 3897, 1, 47, 1500]"
247,"[318, 356, 1580, 4011, 2700, 480, 3362, 780, 4963, 4034]"
248,"[4993, 3578, 260, 2959, 5952, 589, 296, 2028, 7153, 356]"
249,"[58559, 296, 318, 1136, 6539, 593, 8874, 1197, 2716, 165]"
251,"[110, 50, 1213, 1968, 1214, 778, 1258, 2028, 1240, 589]"
252,"[2959, 50, 296, 4226, 1270, 6874, 260, 2858, 54286, 74458]"
253,"[593, 296, 1136, 1258, 318, 4226, 50, 6711, 1208, 1206]"
254,"[2571, 608, 318, 1527, 364, 2716, 1682, 4963, 1221, 1213]"
255,"[296, 1196, 6377, 1527, 2571, 356, 32, 1210, 2858, 4993]"
256,"[5418, 1721, 6539, 364, 3948, 1580, 356, 7143, 588, 4886]"
257,"[2571, 356, 1270, 2858, 2959, 2987, 1580, 1196, 1210, 2716]"
258,"[4993, 5952, 79132, 3578, 1704, 7153, 2028, 6377, 2571, 99114]"
259,"[1, 2858, 2028, 318, 1036, 2571, 1210, 1291, 2959, 1307]"
260,"[356, 318, 2571, 593, 1210, 1036, 858, 2329, 110, 1196]"
261,"[356, 296, 1196, 1270, 541, 110, 1198, 608, 1, 858]"
262,"[150, 356, 153, 364, 595, 296, 588, 500, 480, 597]"
263,"[1198, 260, 457, 480, 2762, 648, 1240, 50, 595, 780]"
264,"[1198, 1291, 1270, 457, 500, 588, 296, 590, 1, 34]"
265,"[1210, 588, 2571, 1200, 1240, 1, 457, 1610, 924, 589]"
266,"[296, 858, 1213, 1036, 541, 318, 47, 1258, 593, 1968]"
267,"[1291, 318, 260, 1, 733, 1073, 588, 780, 1097, 1374]"
268,"[1617, 1079, 1265, 32, 541, 904, 912, 913, 1517, 1240]"
269,"[608, 1210, 1080, 1196, 1198, 1291, 2959, 380, 1270, 661]"
270,"[356, 1210, 1270, 296, 34, 589, 1291, 1097, 47, 150]"
271,"[1198, 356, 1240, 480, 1210, 589, 1136, 260, 2571, 1089]"
272,"[7153, 58559, 3578, 296, 260, 1198, 2959, 33493, 1196, 2329]"
273,"[1196, 1732, 527, 1682, 1197, 5952, 7153, 4993, 356, 110]"
274,"[1240, 1036, 1097, 8961, 4878, 260, 1220, 33794, 3996, 6874]"
275,"[7361, 32587, 6377, 1196, 7438, 60069, 31658, 7022, 40815, 2918]"
276,"[593, 1, 50, 1198, 380, 165, 110, 1240, 457, 4886]"
277,"[1210, 589, 1196, 608, 858, 1, 1073, 2762, 141, 1198]"
278,"[296, 318, 32, 1270, 541, 47, 1136, 1208, 2959, 110]"
279,"[1210, 608, 4993, 2700, 68157, 1213, 1080, 1682, 1206, 2174]"
280,"[593, 4993, 296, 2959, 318, 2571, 1210, 7153, 4886, 5952]"
281,"[260, 2571, 1210, 1196, 6874, 5418, 1682, 2959, 4226, 1]"
282,"[2571, 5445, 7153, 1198, 5349, 364, 1527, 47, 8874, 7361]"
283,"[1136, 260, 1196, 480, 2571, 296, 1198, 1270, 32, 50]"
284,"[364, 296, 780, 593, 457, 1210, 1270, 1676, 260, 1]"
285,"[608, 858, 1258, 1089, 923, 541, 1617, 260, 1213, 1214]"
286,"[5418, 2858, 1210, 589, 480, 1704, 3578, 1240, 2194, 32]"
287,"[296, 1196, 1210, 2571, 1214, 1258, 2858, 1089, 47, 608]"
288,"[260, 858, 318, 50, 1240, 1265, 4226, 2762, 1208, 1136]"
289,"[2959, 296, 858, 4226, 2571, 1923, 1089, 1704, 2762, 1214]"
290,"[296, 2571, 3996, 1208, 1210, 1197, 1206, 1247, 32, 1291]"
291,"[356, 318, 79132, 260, 296, 2571, 2959, 76093, 6377, 91500]"
292,"[1527, 648, 1265, 3793, 8636, 2028, 2640, 4896, 736, 2011]"
293,"[4306, 1210, 2571, 260, 4993, 480, 4226, 4720, 318, 5418]"
294,"[318, 589, 480, 296, 165, 110, 588, 32, 344, 457]"
295,"[1208, 356, 2858, 1196, 590, 5952, 1089, 3996, 608, 1210]"
296,"[1196, 858, 4993, 7153, 4226, 2762, 593, 1210, 5952, 47]"
297,"[480, 296, 50, 1136, 110, 1036, 457, 858, 1221, 608]"
298,"[1089, 2959, 2700, 1097, 1527, 1265, 2997, 924, 8874, 51662]"
299,"[296, 480, 2987, 1196, 1210, 2959, 589, 260, 595, 858]"
300,"[1198, 858, 2028, 4226, 1193, 1206, 1210, 4896, 5816, 5952]"
301,"[2959, 2571, 1089, 356, 2329, 1206, 1258, 1580, 1246, 260]"
302,"[50, 296, 32, 318, 1196, 1036, 912, 364, 588, 1]"
303,"[1291, 1198, 589, 733, 1265, 318, 364, 588, 2762, 3114]"
304,"[1270, 1387, 110, 500, 1204, 1234, 592, 553, 296, 2947]"
305,"[1210, 111, 589, 5669, 110, 5349, 1208, 4306, 68954, 2716]"
306,"[296, 7153, 5816, 356, 8368, 1907, 2959, 5952, 73017, 318]"
307,"[2028, 1210, 2571, 4993, 3578, 4306, 2762, 592, 318, 2858]"
308,"[7153, 1210, 7361, 2858, 6365, 6874, 593, 7438, 5445, 110]"
309,"[1196, 593, 260, 1210, 356, 780, 377, 1617, 3578, 5349]"
310,"[356, 296, 2959, 260, 1210, 608, 318, 1221, 1270, 858]"
311,"[260, 318, 2959, 47, 4226, 32, 1968, 2762, 593, 4878]"
312,"[1193, 541, 50, 1196, 1197, 923, 1307, 2858, 908, 2791]"
313,"[2858, 5952, 2115, 6874, 110, 778, 1270, 1206, 3897, 7438]"
314,"[34, 1, 339, 350, 474, 587, 539, 1210, 454, 62]"
315,"[608, 2858, 858, 1213, 296, 923, 2959, 1136, 1198, 1225]"
316,"[2959, 296, 4226, 2028, 4993, 7438, 1210, 8874, 589, 4306]"
317,"[1221, 924, 1136, 1196, 1210, 527, 260, 1240, 2916, 541]"
318,"[2959, 858, 50, 1682, 1704, 8961, 3578, 4993, 1198, 1732]"
319,"[1270, 296, 1196, 480, 1, 2762, 1291, 1210, 1036, 7153]"
321,"[318, 150, 590, 296, 527, 110, 34, 349, 47, 592]"
322,"[1198, 1196, 7153, 1214, 1210, 4993, 1291, 260, 4886, 1485]"
323,"[47, 1270, 608, 780, 648, 592, 165, 480, 1036, 2858]"
324,"[2959, 2858, 364, 589, 1617, 104, 4226, 6874, 2571, 3996]"
325,"[608, 1206, 912, 111, 1089, 1258, 2571, 1225, 1247, 1394]"
326,"[5952, 49272, 33794, 73017, 1270, 58559, 4878, 70286, 54286, 1198]"
327,"[1196, 480, 1210, 2858, 2571, 260, 364, 1527, 589, 1036]"
328,"[32, 356, 6377, 1090, 2858, 1291, 1307, 4993, 32587, 6874]"
329,"[2858, 356, 608, 4973, 1198, 296, 2997, 47, 1089, 2959]"
330,"[4226, 4993, 1265, 5669, 858, 7153, 4973, 2918, 46578, 527]"
331,"[296, 1210, 2959, 4011, 1196, 1198, 1291, 1208, 4226, 1732]"
332,"[1197, 923, 1210, 1220, 2918, 457, 2716, 1240, 1954, 260]"
333,"[2571, 608, 858, 296, 1221, 1213, 1214, 2762, 16, 50]"
334,"[4306, 8368, 318, 588, 4886, 6539, 1721, 260, 68954, 54001]"
335,"[1210, 593, 1198, 356, 2959, 1213, 1214, 1197, 32, 480]"
336,"[1240, 1210, 1214, 50, 1527, 1270, 1196, 260, 1089, 2997]"
337,"[480, 589, 356, 377, 592, 153, 593, 364, 595, 3]"
338,"[296, 2959, 4306, 4011, 1196, 480, 608, 4226, 1213, 1136]"
339,"[356, 593, 2571, 1961, 364, 2329, 778, 924, 1213, 4306]"
340,"[296, 592, 593, 434, 500, 1036, 380, 1196, 377, 1291]"
341,"[4886, 2571, 4226, 1196, 1210, 4306, 2959, 1193, 1682, 2858]"
342,"[260, 2571, 1210, 2918, 1196, 3793, 1270, 364, 1573, 2762]"
343,"[2028, 1291, 3578, 6539, 110, 356, 2762, 4011, 4306, 47]"
344,"[1210, 589, 1196, 5445, 4993, 296, 364, 480, 1198, 858]"
