userId,result
50,"[1214, 2858, 924, 2571, 1270, 2997, 2762, 1206, 4226, 1258]"
51,"[150, 356, 527, 377, 539, 589, 553, 480, 597, 592]"
52,"[79132, 1213, 2959, 318, 47, 2571, 296, 1089, 8874, 1198]"
53,"[32, 2571, 593, 47, 260, 4993, 296, 2858, 7153, 1213]"
54,"[58559, 59315, 79132, 2959, 5989, 318, 33794, 1198, 2858, 49272]"
55,"[2028, 2858, 4226, 1704, 2959, 3578, 356, 110, 608, 296]"
56,"[1196, 1198, 1210, 260, 296, 593, 1197, 1208, 1240, 2571]"
57,"[1196, 1210, 260, 1198, 5952, 2762, 1200, 593, 2028, 2858]"
58,"[593, 1259, 260, 1198, 1265, 1097, 1036, 1193, 1197, 356]"
59,"[1196, 1210, 260, 1214, 1265, 1240, 1291, 1097, 480, 780]"
60,"[356, 296, 1210, 858, 1196, 4022, 924, 592, 1225, 7438]"
61,"[1136, 593, 1080, 50, 318, 1089, 1, 1527, 1198, 1197]"
62,"[2692, 924, 1208, 3996, 4034, 4973, 3000, 750, 1080, 1201]"
63,"[1, 527, 2918, 1197, 3996, 6377, 223, 4886, 608, 1639]"
64,"[1196, 260, 1210, 4993, 356, 1073, 1198, 1197, 2571, 2858]"
65,"[296, 150, 32, 50, 380, 349, 597, 440, 357, 21]"
66,"[593, 318, 1, 1197, 1617, 4027, 50, 1136, 47, 480]"
67,"[1198, 260, 1210, 110, 589, 296, 1196, 2959, 47, 3578]"
68,"[608, 318, 150, 296, 25, 50, 300, 590, 110, 2858]"
69,"[924, 592, 1148, 223, 480, 1220, 2502, 1377, 2291, 2174]"
70,"[3578, 1196, 2571, 1270, 1210, 2959, 293, 541, 296, 1198]"
71,"[3578, 1200, 2858, 1198, 6874, 4993, 4995, 260, 1210, 527]"
72,"[1200, 1196, 593, 1198, 2959, 1610, 2571, 296, 1214, 1291]"
73,"[296, 50, 1, 1198, 2762, 1270, 2918, 1291, 1196, 32]"
74,"[589, 50, 527, 592, 4226, 5464, 1196, 2762, 3578, 6874]"
75,"[1080, 1258, 1, 1196, 1136, 5618, 318, 1220, 223, 608]"
76,"[480, 2571, 527, 1270, 6539, 4306, 318, 589, 6377, 858]"
77,"[2858, 858, 1617, 1, 2571, 50, 1148, 608, 1198, 7153]"
78,"[58559, 5952, 7153, 8961, 4993, 51662, 1036, 1, 1198, 356]"
79,"[110, 527, 260, 318, 1210, 33794, 1, 1196, 79132, 8961]"
80,"[296, 593, 2571, 2858, 1198, 356, 110, 47, 1, 1213]"
81,"[1196, 296, 1210, 50, 318, 1198, 2502, 1089, 1240, 1097]"
82,"[1136, 593, 1198, 919, 47, 1214, 32, 1059, 260, 1089]"
83,"[480, 4993, 377, 527, 2762, 7153, 5952, 32, 50, 2628]"
84,"[2959, 4993, 356, 2858, 293, 2291, 47, 4226, 2571, 3793]"
85,"[1210, 1270, 48516, 356, 32587, 589, 480, 1, 48774, 33794]"
86,"[318, 2858, 593, 4011, 589, 33794, 32, 47, 2028, 1036]"
87,"[1196, 1, 1210, 260, 1097, 924, 919, 10, 1136, 508]"
88,"[111, 923, 1228, 3949, 4878, 3114, 235, 2019, 1267, 1252]"
89,"[6874, 2028, 4027, 2291, 3000, 1036, 2393, 1193, 2617, 1374]"
90,"[50, 1196, 296, 260, 318, 1213, 608, 1259, 1210, 1198]"
91,"[318, 150, 1198, 1036, 1291, 1197, 593, 1265, 1259, 50]"
92,"[47, 260, 1196, 1197, 2918, 2571, 1213, 1, 1198, 110]"
93,"[318, 527, 2571, 2858, 50, 296, 1198, 1214, 1200, 589]"
94,"[318, 150, 110, 1198, 1270, 1196, 1265, 1036, 1240, 50]"
95,"[608, 541, 480, 1270, 1240, 589, 356, 1036, 527, 1527]"
96,"[1210, 32, 858, 1393, 1527, 1552, 457, 318, 527, 593]"
97,"[1198, 3578, 1291, 58559, 6539, 1197, 356, 8961, 1270, 33794]"
98,"[1213, 296, 1198, 260, 593, 858, 1208, 1220, 457, 541]"
99,"[1, 1198, 1270, 1196, 2028, 4226, 2571, 1387, 356, 1210]"
100,"[1210, 260, 1196, 356, 110, 1393, 318, 457, 480, 2028]"
101,"[110, 1036, 6874, 2115, 1265, 3578, 480, 1196, 165, 1]"
102,"[858, 260, 1197, 480, 541, 589, 1136, 1198, 1210, 4226]"
103,"[260, 296, 2291, 32, 2858, 1210, 551, 50, 2762, 1196]"
104,"[527, 318, 10, 339, 292, 266, 1198, 2, 1, 1200]"
105,"[1270, 1079, 1674, 34, 1247, 2918, 595, 588, 47, 1193]"
106,"[2571, 1270, 3578, 4226, 1, 5418, 1196, 1265, 4886, 2858]"
107,"[527, 5952, 1073, 344, 364, 500, 357, 4993, 6539, 2997]"
108,"[527, 2762, 588, 593, 1393, 1580, 2571, 1704, 110, 4995]"
109,"[1259, 1206, 1060, 1225, 1267, 1258, 1193, 1252, 2710, 6711]"
110,"[1, 2997, 2762, 1073, 3481, 2502, 858, 3114, 6539, 1270]"
111,"[457, 593, 34, 350, 208, 329, 440, 141, 62, 185]"
112,"[1198, 1196, 593, 1307, 1097, 150, 457, 1265, 1, 357]"
113,"[1291, 1089, 1240, 2028, 1200, 3147, 48516, 919, 74458, 91529]"
114,"[32, 296, 1213, 110, 593, 1527, 457, 2502, 858, 293]"
115,"[296, 356, 2959, 593, 110, 1198, 2571, 480, 7153, 589]"
116,"[150, 356, 357, 480, 349, 364, 527, 377, 592, 597]"
117,"[260, 1210, 318, 802, 141, 356, 1061, 150, 377, 589]"
118,"[527, 364, 34, 1291, 47, 2918, 2, 266, 2716, 595]"
119,"[589, 47, 293, 1270, 4011, 592, 733, 1291, 648, 4262]"
120,"[260, 1198, 2028, 1210, 356, 593, 1196, 1097, 1304, 2762]"
121,"[593, 912, 608, 1198, 1265, 1196, 357, 1097, 1291, 1270]"
122,"[608, 32, 1265, 2028, 2997, 1270, 3996, 5952, 1222, 1259]"
123,"[1, 1198, 110, 2762, 457, 1036, 1196, 356, 1200, 1214]"
124,"[296, 2858, 50, 858, 32, 1288, 541, 1198, 1270, 1]"
125,"[260, 1198, 1197, 1196, 1270, 1210, 1097, 1291, 1079, 2858]"
126,"[377, 733, 3578, 500, 150, 1198, 364, 6377, 5418, 588]"
127,"[1265, 2571, 2997, 32, 2858, 1097, 608, 296, 356, 1]"
128,"[288, 2700, 1721, 8961, 3949, 34162, 8368, 161, 76093, 86377]"
129,"[356, 527, 357, 318, 509, 539, 110, 588, 300, 480]"
130,"[2959, 1617, 1265, 858, 47, 1213, 1729, 919, 1259, 527]"
131,"[1193, 858, 593, 1221, 1214, 296, 2028, 1387, 2571, 608]"
132,"[1196, 480, 589, 457, 1210, 377, 1265, 1270, 34, 1240]"
133,"[527, 589, 1527, 47, 588, 1240, 32, 377, 50, 1270]"
134,"[1617, 50, 296, 593, 1196, 527, 457, 480, 590, 318]"
135,"[318, 1080, 296, 2858, 1136, 1198, 4226, 356, 293, 1246]"
136,"[2571, 296, 593, 50, 1089, 541, 223, 32, 1196, 318]"
137,"[2762, 4993, 480, 4226, 2959, 7153, 1265, 4963, 293, 1210]"
138,"[150, 318, 593, 10, 296, 648, 1, 736, 1198, 349]"
139,"[1200, 260, 2571, 593, 2858, 318, 1214, 1196, 1617, 5952]"
140,"[593, 110, 589, 377, 47, 1213, 1221, 293, 1198, 474]"
141,"[1704, 1198, 1240, 1036, 1291, 2762, 2028, 1097, 2918, 1393]"
142,"[1197, 356, 1270, 500, 1517, 296, 1307, 50, 6377, 1784]"
143,"[590, 1196, 260, 457, 1270, 1393, 780, 1198, 1608, 1291]"
144,"[260, 1198, 1197, 1196, 7438, 2959, 4993, 1210, 50, 858]"
145,"[2571, 1196, 541, 1198, 111, 1214, 1291, 47, 2959, 1225]"
146,"[2028, 260, 1196, 593, 356, 858, 2000, 1210, 1, 588]"
147,"[8961, 33794, 318, 7153, 4993, 5952, 32, 6539, 58559, 4896]"
148,"[588, 508, 608, 1704, 736, 1, 780, 1198, 2502, 2762]"
149,"[1197, 750, 1, 1206, 1258, 2918, 2716, 1222, 2997, 1073]"
150,"[2571, 457, 589, 1291, 924, 318, 480, 541, 733, 364]"
151,"[356, 377, 1198, 500, 653, 5, 588, 454, 457, 852]"
152,"[356, 4993, 6539, 5995, 2571, 4973, 4995, 4226, 2762, 5418]"
153,"[527, 357, 593, 608, 1291, 1198, 508, 110, 32, 1246]"
154,"[858, 318, 296, 608, 541, 1213, 1221, 1270, 1240, 1527]"
155,"[1704, 1198, 1196, 2028, 1197, 260, 318, 150, 296, 2762]"
156,"[2081, 316, 2080, 457, 2918, 2762, 329, 4993, 4995, 5989]"
157,"[2571, 296, 50, 318, 2797, 2918, 223, 2959, 1, 2716]"
158,"[4963, 4022, 59369, 4973, 1393, 79132, 1923, 5989, 3527, 2000]"
159,"[32, 593, 296, 858, 1222, 2502, 50, 2858, 2716, 3578]"
160,"[1, 2858, 1079, 2352, 2571, 595, 2396, 2762, 2918, 2791]"
161,"[1, 4995, 2918, 4027, 1136, 1193, 1197, 4022, 858, 150]"
162,"[589, 110, 357, 597, 590, 10, 50, 339, 34, 587]"
163,"[593, 50, 1196, 541, 1136, 293, 3578, 1214, 2762, 47]"
164,"[527, 5952, 4226, 1221, 2916, 5349, 1387, 2951, 1246, 4306]"
165,"[608, 2762, 778, 1214, 110, 296, 318, 1198, 1197, 1961]"
166,"[2858, 4993, 356, 1270, 2762, 541, 5952, 3578, 1198, 2997]"
167,"[1198, 110, 1291, 296, 81845, 8874, 527, 2329, 4993, 55820]"
168,"[293, 49272, 593, 1213, 1517, 2291, 1089, 4995, 1036, 4262]"
169,"[2571, 2959, 924, 2858, 1527, 592, 4226, 4878, 2291, 1089]"
170,"[50, 110, 593, 2762, 47, 260, 457, 3578, 1036, 5445]"
171,"[260, 6, 733, 1210, 858, 780, 608, 648, 1213, 802]"
172,"[1196, 1210, 1197, 1, 527, 318, 2028, 7153, 110, 5952]"
173,"[296, 2028, 50, 318, 1196, 1213, 608, 2997, 2571, 260]"
174,"[296, 260, 1196, 592, 2858, 1527, 1210, 50, 110, 778]"
175,"[1198, 527, 318, 296, 50, 1580, 1036, 1, 750, 2762]"
176,"[1270, 1580, 2571, 6, 2028, 2959, 1036, 32, 4226, 4011]"
177,"[1136, 316, 1608, 8961, 1200, 333, 7438, 58559, 590, 2628]"
178,"[318, 356, 50, 592, 344, 260, 527, 1036, 858, 6]"
179,"[2571, 1291, 541, 3996, 592, 1196, 1208, 2028, 6377, 5418]"
180,"[318, 1961, 2571, 593, 457, 50, 296, 608, 3578, 1270]"
181,"[1, 1196, 1198, 1097, 62, 1073, 480, 36, 50, 296]"
182,"[608, 593, 296, 260, 1258, 1214, 32, 1136, 1206, 541]"
183,"[318, 50, 296, 593, 589, 1, 1259, 1265, 2918, 457]"
184,"[858, 1198, 1196, 296, 593, 1089, 1210, 1221, 1213, 1206]"
185,"[356, 1198, 2918, 1270, 1196, 2502, 2858, 3578, 4995, 260]"
186,"[593, 50, 527, 47, 364, 161, 165, 595, 553, 6]"
187,"[318, 110, 296, 47, 593, 597, 586, 34, 527, 590]"
188,"[1197, 1222, 32, 2858, 2791, 2028, 1278, 2997, 2959, 235]"
189,"[1196, 1197, 1270, 457, 2174, 2997, 1198, 1210, 1221, 2959]"
190,"[1198, 356, 1036, 1291, 110, 1270, 318, 1265, 2028, 1197]"
191,"[1200, 356, 589, 296, 1036, 1240, 608, 318, 1291, 1270]"
192,"[2396, 1210, 17, 1073, 529, 1954, 914, 1259, 1387, 2324]"
193,"[1197, 1198, 1291, 1240, 1, 364, 318, 2028, 4993, 593]"
194,"[527, 1721, 5952, 4993, 110, 356, 539, 2571, 7153, 33794]"
195,"[3578, 4995, 4306, 293, 1036, 1270, 6539, 457, 3114, 8360]"
196,"[318, 317, 11, 141, 410, 32, 432, 235, 293, 225]"
197,"[2571, 4226, 2997, 2959, 4306, 356, 1270, 260, 2858, 296]"
198,"[1393, 356, 1704, 1682, 47, 590, 1580, 1249, 780, 1610]"
199,"[1240, 1387, 1198, 110, 296, 377, 457, 593, 1036, 608]"
200,"[110, 47, 480, 260, 527, 733, 1270, 150, 50, 648]"
201,"[32, 648, 2571, 50, 296, 480, 47, 527, 1527, 1]"
202,"[260, 1089, 1196, 1265, 1210, 1219, 778, 223, 1213, 1732]"
203,"[2858, 2571, 590, 2406, 1197, 592, 2716, 595, 368, 34]"
204,"[260, 1270, 1198, 1240, 1097, 1246, 1210, 356, 50, 1291]"
205,"[590, 595, 588, 364, 110, 153, 780, 589, 141, 587]"
206,"[1073, 1197, 356, 364, 2355, 4226, 293, 2762, 1206, 1080]"
207,"[50, 110, 457, 608, 1196, 260, 1, 1193, 2571, 541]"
208,"[377, 480, 539, 527, 266, 589, 500, 597, 587, 474]"
209,"[318, 1198, 1196, 1291, 3578, 1580, 3114, 356, 480, 2571]"
210,"[296, 1196, 1270, 1210, 2502, 2858, 1, 1198, 589, 1968]"
211,"[858, 608, 1198, 2858, 260, 296, 2571, 1214, 2028, 1208]"
212,"[593, 608, 1136, 1214, 541, 1198, 1225, 924, 1193, 1196]"
213,"[32, 6, 778, 1242, 1233, 1466, 36, 1094, 1249, 1343]"
214,"[1196, 3578, 2028, 260, 2762, 858, 2571, 32, 480, 1240]"
215,"[5952, 6874, 2115, 5418, 1036, 1240, 1197, 6539, 6333, 296]"
216,"[50, 296, 318, 2028, 1265, 608, 1206, 1196, 2571, 2858]"
217,"[1213, 296, 1704, 50, 590, 1358, 1208, 1247, 1198, 1265]"
218,"[1270, 1197, 32, 4226, 608, 541, 858, 4878, 318, 4034]"
219,"[2571, 1, 5952, 7153, 589, 6377, 2762, 3114, 2858, 5445]"
220,"[260, 1213, 5903, 4370, 4995, 1517, 1249, 5989, 3300, 4718]"
221,"[356, 480, 527, 318, 589, 1089, 541, 608, 293, 6]"
222,"[50, 593, 150, 47, 380, 480, 590, 296, 457, 110]"
223,"[1193, 1247, 2716, 858, 1206, 2997, 1580, 1196, 1, 1270]"
224,"[1197, 2273, 6373, 380, 1387, 81591, 47997, 4975, 4701, 4084]"
225,"[377, 318, 356, 292, 266, 457, 316, 589, 296, 161]"
226,"[780, 356, 150, 480, 653, 36, 786, 110, 364, 1210]"
227,"[541, 858, 1136, 1198, 50, 1240, 1270, 2571, 2762, 1214]"
228,"[2997, 4973, 750, 1, 1197, 5377, 8961, 30749, 2294, 2502]"
229,"[3578, 58559, 6539, 356, 1270, 59315, 4963, 33794, 110, 49272]"
230,"[32, 2959, 47, 4993, 1265, 5952, 1200, 1136, 912, 541]"
231,"[296, 318, 50, 2858, 778, 32, 593, 356, 260, 2028]"
232,"[1200, 1206, 1214, 5902, 1653, 1748, 527, 50, 1213, 2890]"
233,"[50, 150, 260, 527, 110, 1196, 1193, 1136, 1259, 34]"
234,"[541, 593, 1198, 1291, 1258, 919, 1036, 1240, 590, 592]"
235,"[457, 474, 858, 10, 1221, 1198, 364, 165, 592, 349]"
236,"[318, 1198, 2194, 1197, 260, 1222, 110, 1136, 2028, 1036]"
237,"[2959, 356, 3578, 2571, 58559, 1198, 6874, 51662, 1036, 4886]"
238,"[318, 50, 4973, 47, 293, 32, 1196, 36, 1617, 858]"
239,"[364, 527, 377, 165, 595, 231, 47, 161, 344, 457]"
240,"[296, 593, 608, 2997, 50, 4226, 1136, 1222, 2762, 1197]"
241,"[50, 1196, 1270, 1210, 1682, 589, 1704, 1136, 480, 5445]"
242,"[50, 457, 110, 4226, 318, 480, 541, 527, 1197, 4995]"
243,"[47, 457, 296, 377, 150, 597, 318, 474, 50, 527]"
244,"[1200, 527, 1270, 589, 541, 1617, 1258, 1193, 110, 1213]"
245,"[32, 589, 592, 527, 539, 780, 110, 1, 329, 1198]"
246,"[50, 318, 590, 608, 110, 1136, 161, 357, 500, 260]"
247,"[2571, 2959, 296, 527, 318, 47, 50, 1704, 3578, 6539]"
248,"[260, 1196, 593, 1200, 1291, 296, 2028, 318, 1136, 1089]"
249,"[2858, 597, 1270, 260, 1265, 1198, 318, 1196, 480, 1136]"
251,"[260, 296, 1196, 2571, 541, 1198, 1210, 1136, 1240, 1220]"
252,"[7153, 1196, 527, 296, 858, 4993, 50, 318, 356, 260]"
253,"[2959, 4993, 5952, 4226, 2858, 1213, 4995, 1193, 260, 1265]"
254,"[318, 50, 293, 1196, 2571, 47, 589, 1200, 3578, 1036]"
255,"[608, 296, 50, 47, 457, 1079, 590, 2028, 474, 1610]"
256,"[110, 356, 5418, 296, 2571, 1270, 33794, 47, 48516, 480]"
257,"[527, 1198, 1097, 1265, 356, 1193, 608, 260, 296, 1210]"
258,"[589, 356, 480, 587, 586, 780, 551, 377, 47, 2571]"
259,"[318, 1200, 593, 7361, 111, 1214, 541, 1213, 6502, 589]"
260,"[593, 47, 592, 185, 153, 32, 253, 586, 1, 342]"
261,"[1196, 1291, 260, 1198, 1210, 5952, 7153, 1527, 1265, 356]"
262,"[1136, 1193, 1259, 1213, 1036, 223, 1265, 1258, 1221, 778]"
263,"[296, 593, 608, 1213, 1270, 1, 223, 2858, 1265, 32]"
264,"[593, 587, 293, 597, 780, 1036, 2762, 586, 1270, 300]"
265,"[1210, 480, 2115, 110, 1270, 6, 1527, 1097, 380, 541]"
266,"[539, 153, 527, 47, 474, 648, 357, 500, 1291, 260]"
267,"[858, 4226, 1210, 1136, 32, 1193, 593, 2571, 1270, 592]"
268,"[527, 296, 1136, 1196, 1197, 1258, 1527, 608, 1089, 1222]"
269,"[1196, 1197, 1, 110, 1270, 480, 1210, 2762, 780, 4993]"
270,"[4226, 608, 2762, 593, 32, 4993, 356, 1240, 480, 3578]"
271,"[356, 858, 593, 457, 150, 1097, 1393, 110, 318, 25]"
272,"[1270, 1721, 318, 356, 589, 377, 1198, 364, 1196, 2762]"
273,"[527, 364, 1704, 589, 1682, 500, 2959, 1265, 1240, 32]"
274,"[356, 150, 292, 590, 364, 161, 597, 34, 587, 527]"
275,"[260, 296, 50, 318, 608, 110, 1198, 1265, 1270, 1200]"
276,"[2959, 1197, 608, 2858, 593, 293, 1198, 551, 1136, 50]"
277,"[1196, 1270, 296, 1961, 260, 1036, 457, 1265, 1704, 592]"
278,"[608, 2716, 1258, 2115, 2997, 2959, 592, 1259, 1213, 235]"
279,"[527, 318, 260, 1198, 1196, 296, 608, 1089, 1213, 593]"
280,"[1, 296, 1270, 4993, 7153, 5952, 588, 5418, 6539, 2762]"
281,"[260, 1240, 1198, 1270, 318, 2571, 1097, 541, 1573, 780]"
282,"[541, 50, 1214, 608, 1198, 296, 1196, 1210, 1222, 1036]"
283,"[1197, 1206, 1225, 2997, 1394, 858, 356, 1617, 2858, 1036]"
284,"[1, 1210, 589, 457, 1198, 1240, 1356, 1036, 318, 349]"
285,"[1136, 1198, 527, 1291, 1265, 356, 318, 1258, 32, 2571]"
286,"[858, 1036, 1240, 608, 750, 1213, 589, 1089, 1136, 1265]"
287,"[1, 608, 1196, 1291, 318, 733, 527, 110, 1198, 1097]"
288,"[1196, 50, 260, 1198, 356, 1036, 296, 1210, 2762, 2959]"
289,"[6377, 8961, 3578, 593, 34, 1270, 6539, 2858, 4886, 4995]"
290,"[260, 1291, 3147, 6539, 367, 480, 1210, 733, 1682, 1527]"
291,"[1196, 296, 2571, 1200, 589, 1291, 1210, 1198, 1213, 1036]"
292,"[318, 1270, 50, 356, 1, 260, 2918, 1196, 47, 480]"
293,"[1196, 1270, 260, 1036, 356, 318, 527, 1198, 1784, 457]"
294,"[2762, 4306, 1682, 527, 6377, 1270, 3916, 4886, 592, 3147]"
295,"[50, 377, 480, 380, 47, 527, 364, 587, 34, 595]"
296,"[593, 50, 608, 150, 1214, 480, 318, 356, 527, 1258]"
297,"[593, 2858, 2762, 318, 296, 1198, 1197, 32, 1136, 1196]"
298,"[296, 1214, 32, 608, 2571, 1258, 1206, 1200, 4226, 858]"
299,"[1196, 1210, 2028, 2916, 1101, 50, 260, 1291, 2762, 2628]"
300,"[260, 457, 1214, 50, 1097, 924, 150, 110, 589, 1225]"
301,"[1265, 2571, 50, 1213, 1, 296, 293, 1036, 527, 1617]"
302,"[50, 480, 356, 377, 527, 150, 165, 21, 32, 380]"
303,"[4993, 356, 7153, 5952, 1270, 4226, 1968, 8961, 2918, 32]"
304,"[1270, 296, 608, 1210, 589, 356, 1291, 364, 1036, 1197]"
305,"[858, 318, 1198, 480, 593, 1136, 296, 50, 1580, 555]"
306,"[7153, 2571, 4993, 58559, 5952, 318, 260, 59315, 89745, 1]"
307,"[457, 608, 356, 589, 1036, 50, 377, 380, 858, 260]"
308,"[318, 1625, 527, 110, 1653, 3114, 4993, 1197, 1206, 858]"
309,"[318, 356, 2959, 296, 2858, 2762, 48385, 3793, 1036, 480]"
310,"[6539, 3897, 3793, 49272, 919, 1304, 420, 48394, 551, 50872]"
311,"[260, 1210, 1073, 802, 1393, 805, 858, 647, 1183, 593]"
312,"[356, 480, 589, 377, 1210, 260, 1198, 500, 539, 364]"
313,"[260, 1196, 608, 1198, 296, 858, 1270, 1265, 1206, 593]"
314,"[6539, 5952, 110, 1210, 8665, 1291, 91529, 589, 50, 1270]"
315,"[1089, 1197, 593, 778, 296, 2997, 2174, 356, 1, 2028]"
316,"[541, 260, 1196, 2028, 1136, 1198, 858, 1089, 2858, 1265]"
317,"[1036, 589, 1270, 296, 2571, 318, 1200, 593, 1196, 50]"
318,"[32, 380, 1, 1196, 1265, 260, 1270, 2858, 3114, 1198]"
319,"[1198, 1210, 1196, 589, 260, 1580, 5418, 1291, 3527, 296]"
321,"[593, 357, 50, 318, 380, 608, 296, 266, 47, 364]"
322,"[908, 1196, 260, 1221, 1278, 1270, 5952, 1252, 593, 1]"
323,"[1196, 2028, 296, 2858, 2987, 593, 50, 903, 1304, 260]"
324,"[608, 1089, 541, 50, 318, 858, 778, 296, 1196, 593]"
325,"[260, 318, 858, 356, 527, 1196, 1210, 2571, 33794, 7361]"
326,"[1527, 3578, 145, 170, 2571, 1036, 260, 2028, 33794, 788]"
327,"[1270, 1265, 1704, 1291, 356, 380, 1200, 480, 1213, 1214]"
328,"[2716, 1197, 924, 223, 593, 2502, 1221, 1073, 1097, 2291]"
329,"[377, 1198, 2028, 1291, 2571, 260, 733, 780, 480, 1196]"
330,"[1270, 296, 1291, 1198, 2000, 260, 1222, 1225, 1206, 1527]"
331,"[1198, 2571, 1291, 318, 3578, 51662, 58559, 1270, 50, 6502]"
332,"[1196, 593, 1210, 260, 1036, 1198, 2716, 589, 1200, 1291]"
333,"[50, 47, 589, 527, 150, 608, 1136, 223, 1, 1079]"
334,"[608, 908, 318, 32, 1198, 541, 1214, 858, 1196, 2028]"
335,"[2762, 1196, 3578, 1291, 110, 4993, 1197, 1210, 3793, 4963]"
336,"[4226, 2959, 1704, 50, 318, 4995, 1682, 110, 1089, 364]"
337,"[296, 593, 50, 778, 318, 32, 47, 608, 1617, 293]"
338,"[356, 858, 527, 1704, 296, 318, 50, 110, 1270, 1213]"
339,"[296, 4226, 50, 1193, 1136, 2858, 318, 750, 2997, 4973]"
340,"[608, 32, 292, 50, 260, 1198, 1196, 1270, 1, 541]"
341,"[1198, 50, 1097, 1079, 1, 608, 912, 260, 1196, 2571]"
342,"[480, 150, 588, 597, 349, 292, 380, 589, 593, 457]"
343,"[1270, 2571, 356, 296, 480, 1, 260, 1240, 1210, 4226]"
344,"[2028, 1198, 110, 589, 480, 457, 733, 356, 377, 1240]"
345,"[1198, 260, 1197, 1136, 1196, 1265, 1097, 1200, 858, 912]"
346,"[296, 2571, 4011, 1196, 589, 1213, 4993, 318, 1198, 50]"
347,"[296, 457, 1136, 920, 1197, 1259, 356, 2762, 1183, 480]"
348,"[1214, 4306, 2716, 1, 1200, 1259, 2762, 2291, 1527, 1240]"
349,"[589, 1197, 1210, 2571, 1200, 1036, 1196, 1198, 1240, 260]"
